	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, MAPPED]	CBNIABCL_01271	458412UniRef90_A0A0P8YJK2 Trypsin n=1 Tax=Nitrosopumilus sp. PRT-SC01 RepID=A0A0P8YJK2_9ARCH	326	20	9.75927E-21	50.9	103	F:GO:0000166; P:GO:0001568; P:GO:0001707; P:GO:0001893; P:GO:0001935; P:GO:0001938; P:GO:0001944; P:GO:0001946; P:GO:0001974; P:GO:0002063; P:GO:0003085; P:GO:0003148; P:GO:0003151; P:GO:0003176; P:GO:0003177; P:GO:0003181; P:GO:0003183; P:GO:0003186; P:GO:0003197; P:GO:0003252; F:GO:0004672; F:GO:0004674; F:GO:0004675; F:GO:0005024; F:GO:0005515; F:GO:0005524; C:GO:0005615; C:GO:0005654; C:GO:0005737; C:GO:0005739; C:GO:0005743; C:GO:0005886; C:GO:0005887; C:GO:0005901; C:GO:0005912; P:GO:0006122; P:GO:0006468; P:GO:0007178; P:GO:0007420; F:GO:0008121; F:GO:0009055; P:GO:0009267; C:GO:0009925; P:GO:0009952; C:GO:0009986; P:GO:0010595; P:GO:0010634; P:GO:0010862; C:GO:0014069; P:GO:0014916; C:GO:0016020; C:GO:0016021; F:GO:0016301; P:GO:0016310; C:GO:0016324; F:GO:0016362; F:GO:0016491; F:GO:0016740; F:GO:0019838; P:GO:0022904; P:GO:0030166; P:GO:0030308; C:GO:0030425; P:GO:0030501; P:GO:0030509; P:GO:0030513; P:GO:0032924; F:GO:0036122; P:GO:0042127; C:GO:0043025; C:GO:0043235; C:GO:0044214; C:GO:0045275; F:GO:0045296; P:GO:0045669; P:GO:0045778; P:GO:0045906; P:GO:0045944; F:GO:0046872; P:GO:0048286; P:GO:0048738; P:GO:0048842; P:GO:0055114; P:GO:0060041; P:GO:0060173; P:GO:0060350; P:GO:0060412; P:GO:0060413; P:GO:0060836; P:GO:0060840; P:GO:0060841; P:GO:0061036; P:GO:0061298; P:GO:0061626; C:GO:0070469; P:GO:0071363; P:GO:0071773; P:GO:0072577; F:GO:0098821; P:GO:1902731; P:GO:1905314; F:GO:1990782; P:GO:2000279	F:nucleotide binding; P:blood vessel development; P:mesoderm formation; P:maternal placenta development; P:endothelial cell proliferation; P:positive regulation of endothelial cell proliferation; P:vasculature development; P:lymphangiogenesis; P:blood vessel remodeling; P:chondrocyte development; P:negative regulation of systemic arterial blood pressure; P:outflow tract septum morphogenesis; P:outflow tract morphogenesis; P:aortic valve development; P:pulmonary valve development; P:atrioventricular valve morphogenesis; P:mitral valve morphogenesis; P:tricuspid valve morphogenesis; P:endocardial cushion development; P:negative regulation of cell proliferation involved in heart valve morphogenesis; F:protein kinase activity; F:protein serine/threonine kinase activity; F:transmembrane receptor protein serine/threonine kinase activity; F:transforming growth factor beta-activated receptor activity; F:protein binding; F:ATP binding; C:extracellular space; C:nucleoplasm; C:cytoplasm; C:mitochondrion; C:mitochondrial inner membrane; C:plasma membrane; C:integral component of plasma membrane; C:caveola; C:adherens junction; P:mitochondrial electron transport, ubiquinol to cytochrome c; P:protein phosphorylation; P:transmembrane receptor protein serine/threonine kinase signaling pathway; P:brain development; F:ubiquinol-cytochrome-c reductase activity; F:electron transfer activity; P:cellular response to starvation; C:basal plasma membrane; P:anterior/posterior pattern specification; C:cell surface; P:positive regulation of endothelial cell migration; P:positive regulation of epithelial cell migration; P:positive regulation of pathway-restricted SMAD protein phosphorylation; C:postsynaptic density; P:regulation of lung blood pressure; C:membrane; C:integral component of membrane; F:kinase activity; P:phosphorylation; C:apical plasma membrane; F:activin receptor activity, type II; F:oxidoreductase activity; F:transferase activity; F:growth factor binding; P:respiratory electron transport chain; P:proteoglycan biosynthetic process; P:negative regulation of cell growth; C:dendrite; P:positive regulation of bone mineralization; P:BMP signaling pathway; P:positive regulation of BMP signaling pathway; P:activin receptor signaling pathway; F:BMP binding; P:regulation of cell population proliferation; C:neuronal cell body; C:receptor complex; C:spanning component of plasma membrane; C:respiratory chain complex III; F:cadherin binding; P:positive regulation of osteoblast differentiation; P:positive regulation of ossification; P:negative regulation of vasoconstriction; P:positive regulation of transcription by RNA polymerase II; F:metal ion binding; P:lung alveolus development; P:cardiac muscle tissue development; P:positive regulation of axon extension involved in axon guidance; P:oxidation-reduction process; P:retina development in camera-type eye; P:limb development; P:endochondral bone morphogenesis; P:ventricular septum morphogenesis; P:atrial septum morphogenesis; P:lymphatic endothelial cell differentiation; P:artery development; P:venous blood vessel development; P:positive regulation of cartilage development; P:retina vasculature development in camera-type eye; P:pharyngeal arch artery morphogenesis; C:respirasome; P:cellular response to growth factor stimulus; P:cellular response to BMP stimulus; P:endothelial cell apoptotic process; F:BMP receptor activity; P:negative regulation of chondrocyte proliferation; P:semi-lunar valve development; F:protein tyrosine kinase binding; P:negative regulation of DNA biosynthetic process			IPR001940 (PRINTS); G3DSA:2.40.10.120 (GENE3D); PF13365 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR43019 (PANTHER); PTHR43019:SF4 (PANTHER); SIGNAL_PEPTIDE_H_REGION (PHOBIUS); SIGNAL_PEPTIDE_C_REGION (PHOBIUS); SIGNAL_PEPTIDE_N_REGION (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE (PHOBIUS); SignalP-noTM (SIGNALP_EUK); SignalP-TM (SIGNALP_GRAM_POSITIVE); IPR009003 (SUPERFAMILY)	F:GO:0004252; P:GO:0006508	F:serine-type endopeptidase activity; P:proteolysis
true	[INTERPRO, BLASTED, MAPPED]	CBNIABCL_01272	775594UniRef90_M4YUB8 Sel1 repeat protein n=1 Tax=Thermoplasmatales archaeon BRNA1 RepID=M4YUB8_9EURY	563	20	3.20084E-36	53.44	10	F:GO:0008137; C:GO:0009507; C:GO:0009535; C:GO:0009536; C:GO:0009579; C:GO:0016020; C:GO:0016021; P:GO:0042773; F:GO:0048038; P:GO:0055114	F:NADH dehydrogenase (ubiquinone) activity; C:chloroplast; C:chloroplast thylakoid membrane; C:plastid; C:thylakoid; C:membrane; C:integral component of membrane; P:ATP synthesis coupled electron transport; F:quinone binding; P:oxidation-reduction process			IPR006597 (SMART); IPR011990 (G3DSA:1.25.40.GENE3D); IPR006597 (PFAM); PF00656 (PFAM); G3DSA:3.40.50.1460 (GENE3D); PTHR11102 (PANTHER); SIGNAL_PEPTIDE_C_REGION (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE_H_REGION (PHOBIUS); SIGNAL_PEPTIDE (PHOBIUS); SIGNAL_PEPTIDE_N_REGION (PHOBIUS); SignalP-TM (SIGNALP_GRAM_POSITIVE); SignalP-noTM (SIGNALP_GRAM_NEGATIVE); SignalP-noTM (SIGNALP_EUK); SSF81901 (SUPERFAMILY); IPR029030 (SUPERFAMILY); SSF81901 (SUPERFAMILY); TMhelix (TMHMM)	F:GO:0005515	F:protein binding
true	[INTERPRO, NO-BLAST]	CBNIABCL_01273	---NA---	387									Coil (COILS); Coil (COILS); G3DSA:1.20.120.20 (GENE3D); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	CBNIABCL_01274	---NA---	238									IPR006665 (PFAM); IPR036737 (G3DSA:3.30.1330.GENE3D); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); IPR006665 (PROSITE_PROFILES); IPR036737 (SUPERFAMILY); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	CBNIABCL_01275	---NA---	195									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED]	CBNIABCL_01276	964938UniRef90_Q8TNC7 Phosphoesterase n=7 Tax=Methanosarcina RepID=Q8TNC7_METAC	410	20	4.13577E-59	49.54	18	F:GO:0003824; F:GO:0004084; F:GO:0005515; C:GO:0005739; C:GO:0005759; F:GO:0008483; P:GO:0008652; P:GO:0009081; P:GO:0009082; P:GO:0009083; P:GO:0009097; P:GO:0009098; P:GO:0009099; F:GO:0016740; P:GO:0019509; F:GO:0052654; F:GO:0052655; F:GO:0052656	F:catalytic activity; F:branched-chain-amino-acid transaminase activity; F:protein binding; C:mitochondrion; C:mitochondrial matrix; F:transaminase activity; P:cellular amino acid biosynthetic process; P:branched-chain amino acid metabolic process; P:branched-chain amino acid biosynthetic process; P:branched-chain amino acid catabolic process; P:isoleucine biosynthetic process; P:leucine biosynthetic process; P:valine biosynthetic process; F:transferase activity; P:L-methionine salvage from methylthioadenosine; F:L-leucine transaminase activity; F:L-valine transaminase activity; F:L-isoleucine transaminase activity			IPR029052 (G3DSA:3.60.21.GENE3D); IPR004843 (PFAM); IPR014576 (PIRSF); PTHR30337:SF7 (PANTHER); PTHR30337 (PANTHER); IPR041796 (CDD); SSF56300 (SUPERFAMILY)	F:GO:0016787	F:hydrolase activity
true	[INTERPRO, BLASTED, MAPPED]	CBNIABCL_01277	721316UniRef90_A0A0E3NQM9 DNA double-strand break repair Rad50 ATPase n=2 Tax=Methanosarcina RepID=A0A0E3NQM9_9EURY	1175	14	3.74295E-19	45.19	13	F:GO:0004073; P:GO:0006520; P:GO:0008652; P:GO:0009086; P:GO:0009088; P:GO:0009089; P:GO:0009097; F:GO:0016491; F:GO:0016620; F:GO:0046983; F:GO:0050661; F:GO:0051287; P:GO:0055114	F:aspartate-semialdehyde dehydrogenase activity; P:cellular amino acid metabolic process; P:cellular amino acid biosynthetic process; P:methionine biosynthetic process; P:threonine biosynthetic process; P:lysine biosynthetic process via diaminopimelate; P:isoleucine biosynthetic process; F:oxidoreductase activity; F:oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; F:protein dimerization activity; F:NADP binding; F:NAD binding; P:oxidation-reduction process			Coil (COILS); Coil (COILS); Coil (COILS); Coil (COILS); Coil (COILS); Coil (COILS); Coil (COILS); Coil (COILS); G3DSA:3.40.50.300 (GENE3D); IPR038734 (PFAM); PTHR41259 (PANTHER); IPR027417 (SUPERFAMILY); IPR027417 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED]	CBNIABCL_01278	2461401UniRef90_J5K870 Ser/Thr protein phosphatase superfamily n=2 Tax=Beauveria bassiana RepID=J5K870_BEAB2	251	20	1.11278E-19	46.16	24	F:GO:0004721; F:GO:0004722; F:GO:0005515; C:GO:0005634; C:GO:0005737; C:GO:0005829; P:GO:0006470; P:GO:0007059; P:GO:0007155; P:GO:0007300; P:GO:0007301; P:GO:0007312; P:GO:0007476; P:GO:0007498; P:GO:0007623; P:GO:0014706; F:GO:0016787; F:GO:0017018; P:GO:0031991; P:GO:0045879; P:GO:0046329; F:GO:0046872; P:GO:0090263; P:GO:1904886	F:phosphoprotein phosphatase activity; F:protein serine/threonine phosphatase activity; F:protein binding; C:nucleus; C:cytoplasm; C:cytosol; P:protein dephosphorylation; P:chromosome segregation; P:cell adhesion; P:ovarian nurse cell to oocyte transport; P:female germline ring canal formation; P:oocyte nucleus migration involved in oocyte dorsal/ventral axis specification; P:imaginal disc-derived wing morphogenesis; P:mesoderm development; P:circadian rhythm; P:striated muscle tissue development; F:hydrolase activity; F:myosin phosphatase activity; P:regulation of actomyosin contractile ring contraction; P:negative regulation of smoothened signaling pathway; P:negative regulation of JNK cascade; F:metal ion binding; P:positive regulation of canonical Wnt signaling pathway; P:beta-catenin destruction complex disassembly			IPR004843 (PFAM); IPR029052 (G3DSA:3.60.21.GENE3D); PTHR37844 (PANTHER); SSF56300 (SUPERFAMILY)	F:GO:0016787	F:hydrolase activity
true	[INTERPRO, BLASTED]	CBNIABCL_01279	889804UniRef90_A0A0G3CDA0 SAM-dependent methyltransferase n=3 Tax=Methanosarcina barkeri RepID=A0A0G3CDA0_METBA	227	20	1.0802E-79	58.77						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED]	CBNIABCL_01280	319913UniRef90_P37665 Probable lipoprotein YiaD n=361 Tax=root RepID=YIAD_ECOLI	265	20	1.45454E-25	58.72	24	F:GO:0004364; F:GO:0004553; F:GO:0004672; F:GO:0005344; F:GO:0005509; F:GO:0005524; C:GO:0005737; P:GO:0005975; P:GO:0006468; P:GO:0006749; P:GO:0008152; P:GO:0009408; P:GO:0009733; P:GO:0009735; P:GO:0009737; P:GO:0009739; P:GO:0010038; P:GO:0015671; F:GO:0016740; F:GO:0016787; F:GO:0016798; F:GO:0019825; F:GO:0020037; F:GO:0046872	F:glutathione transferase activity; F:hydrolase activity, hydrolyzing O-glycosyl compounds; F:protein kinase activity; F:oxygen carrier activity; F:calcium ion binding; F:ATP binding; C:cytoplasm; P:carbohydrate metabolic process; P:protein phosphorylation; P:glutathione metabolic process; P:metabolic process; P:response to heat; P:response to auxin; P:response to cytokinin; P:response to abscisic acid; P:response to gibberellin; P:response to metal ion; P:oxygen transport; F:transferase activity; F:hydrolase activity; F:hydrolase activity, acting on glycosyl bonds; F:oxygen binding; F:heme binding; F:metal ion binding			Coil (COILS); PR01023 (PRINTS); IPR006664 (PRINTS); IPR006665 (PFAM); IPR036737 (G3DSA:3.30.1330.GENE3D); IPR025511 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR30128:SF31 (PANTHER); PTHR30128 (PANTHER); SIGNAL_PEPTIDE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE_C_REGION (PHOBIUS); SIGNAL_PEPTIDE_N_REGION (PHOBIUS); SIGNAL_PEPTIDE_H_REGION (PHOBIUS); IPR006665 (PROSITE_PROFILES); PS51257 (PROSITE_PROFILES); IPR006665 (CDD); SignalP-noTM (SIGNALP_GRAM_NEGATIVE); SignalP-TM (SIGNALP_GRAM_POSITIVE); SignalP-noTM (SIGNALP_EUK); IPR036737 (SUPERFAMILY)	C:GO:0009279; C:GO:0016021	C:cell outer membrane; C:integral component of membrane
true	[INTERPRO, NO-BLAST]	CBNIABCL_01281	---NA---	132									Coil (COILS); G3DSA:1.20.1270.390 (GENE3D); IPR025511 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); SIGNAL_PEPTIDE (PHOBIUS); SIGNAL_PEPTIDE_N_REGION (PHOBIUS); SIGNAL_PEPTIDE_H_REGION (PHOBIUS); SIGNAL_PEPTIDE_C_REGION (PHOBIUS); PS51257 (PROSITE_PROFILES); SignalP-TM (SIGNALP_GRAM_POSITIVE); TMhelix (TMHMM)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	CBNIABCL_01282	---NA---	95									Coil (COILS); Coil (COILS)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	CBNIABCL_01283	74263UniRef90_P0A9W4 Energy-dependent translational throttle protein EttA n=947 Tax=root RepID=ETTA_ECO57	555	20	0.0	57.72	2	C:GO:0005618; C:GO:0005886	C:cell wall; C:plasma membrane			IPR003593 (SMART); IPR003439 (PFAM); G3DSA:3.40.50.300 (GENE3D); IPR003439 (PFAM); IPR022374 (TIGRFAM); IPR032781 (PFAM); G3DSA:3.40.50.300 (GENE3D); IPR022374 (PANTHER); IPR017871 (PROSITE_PATTERNS); MF_00847 (HAMAP); IPR003439 (PROSITE_PROFILES); IPR003439 (PROSITE_PROFILES); cd03221 (CDD); cd03221 (CDD); IPR027417 (SUPERFAMILY); IPR027417 (SUPERFAMILY)	F:GO:0005524; F:GO:0016887; P:GO:0045900	F:ATP binding; F:ATPase activity; P:negative regulation of translational elongation
true	[INTERPRO, NO-BLAST]	CBNIABCL_01284	---NA---	110									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED]	CBNIABCL_01285	319504UniRef90_P54585 Uncharacterized MFS-type transporter YhcA n=50 Tax=Bacillales RepID=YHCA_BACSU	510	20	3.1473E-34	45.62	15	C:GO:0009507; C:GO:0009521; C:GO:0009523; C:GO:0009535; C:GO:0009536; C:GO:0009579; P:GO:0009767; P:GO:0009772; P:GO:0015979; C:GO:0016020; C:GO:0016021; F:GO:0016168; P:GO:0018298; P:GO:0019684; F:GO:0045156	C:chloroplast; C:photosystem; C:photosystem II; C:chloroplast thylakoid membrane; C:plastid; C:thylakoid; P:photosynthetic electron transport chain; P:photosynthetic electron transport in photosystem II; P:photosynthesis; C:membrane; C:integral component of membrane; F:chlorophyll binding; P:protein-chromophore linkage; P:photosynthesis, light reaction; F:electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity			IPR011701 (PFAM); G3DSA:1.20.1250.20 (GENE3D); PTHR42718:SF17 (PANTHER); PTHR42718 (PANTHER); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); IPR020846 (PROSITE_PROFILES); cd17503 (CDD); SignalP-noTM (SIGNALP_EUK); IPR036259 (SUPERFAMILY); IPR036259 (SUPERFAMILY); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	F:GO:0022857; P:GO:0055085	F:transmembrane transporter activity; P:transmembrane transport
true	[INTERPRO, NO-BLAST]	CBNIABCL_01286	---NA---	39									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED]	CBNIABCL_01287	375765UniRef90_W9DRQ1 Cbb3-type cytochrome oxidase, subunit 1 n=1 Tax=Methanolobus tindarius DSM 2278 RepID=W9DRQ1_METTI	460	20	3.21897E-71	45.62	63	F:GO:0000166; C:GO:0000242; C:GO:0001772; F:GO:0001784; F:GO:0004497; F:GO:0004672; F:GO:0004713; F:GO:0004715; F:GO:0004722; F:GO:0005102; F:GO:0005198; F:GO:0005515; F:GO:0005524; C:GO:0005737; C:GO:0005829; C:GO:0005886; P:GO:0006468; P:GO:0006470; P:GO:0006882; P:GO:0006919; P:GO:0007169; F:GO:0008022; C:GO:0016020; P:GO:0016032; F:GO:0016301; P:GO:0016310; F:GO:0016740; F:GO:0016874; P:GO:0018108; C:GO:0019028; F:GO:0019901; F:GO:0019903; P:GO:0030097; P:GO:0030154; P:GO:0030168; P:GO:0030217; C:GO:0031234; P:GO:0031295; P:GO:0034116; P:GO:0038083; P:GO:0042127; F:GO:0042169; P:GO:0042493; F:GO:0042608; F:GO:0042609; F:GO:0042610; F:GO:0042802; F:GO:0043548; C:GO:0045121; P:GO:0050690; P:GO:0050852; P:GO:0050853; P:GO:0050862; P:GO:0050870; P:GO:0050900; F:GO:0051117; P:GO:0051209; P:GO:0051249; P:GO:0051897; P:GO:0055114; C:GO:0070062; P:GO:1903039; P:GO:2001244	F:nucleotide binding; C:pericentriolar material; C:immunological synapse; F:phosphotyrosine residue binding; F:monooxygenase activity; F:protein kinase activity; F:protein tyrosine kinase activity; F:non-membrane spanning protein tyrosine kinase activity; F:protein serine/threonine phosphatase activity; F:signaling receptor binding; F:structural molecule activity; F:protein binding; F:ATP binding; C:cytoplasm; C:cytosol; C:plasma membrane; P:protein phosphorylation; P:protein dephosphorylation; P:cellular zinc ion homeostasis; P:activation of cysteine-type endopeptidase activity involved in apoptotic process; P:transmembrane receptor protein tyrosine kinase signaling pathway; F:protein C-terminus binding; C:membrane; P:viral process; F:kinase activity; P:phosphorylation; F:transferase activity; F:ligase activity; P:peptidyl-tyrosine phosphorylation; C:viral capsid; F:protein kinase binding; F:protein phosphatase binding; P:hemopoiesis; P:cell differentiation; P:platelet activation; P:T cell differentiation; C:extrinsic component of cytoplasmic side of plasma membrane; P:T cell costimulation; P:positive regulation of heterotypic cell-cell adhesion; P:peptidyl-tyrosine autophosphorylation; P:regulation of cell population proliferation; F:SH2 domain binding; P:response to drug; F:T cell receptor binding; F:CD4 receptor binding; F:CD8 receptor binding; F:identical protein binding; F:phosphatidylinositol 3-kinase binding; C:membrane raft; P:regulation of defense response to virus by virus; P:T cell receptor signaling pathway; P:B cell receptor signaling pathway; P:positive regulation of T cell receptor signaling pathway; P:positive regulation of T cell activation; P:leukocyte migration; F:ATPase binding; P:release of sequestered calcium ion into cytosol; P:regulation of lymphocyte activation; P:positive regulation of protein kinase B signaling; P:oxidation-reduction process; C:extracellular exosome; P:positive regulation of leukocyte cell-cell adhesion; P:positive regulation of intrinsic apoptotic signaling pathway			IPR000883 (PFAM); IPR036927 (G3DSA:1.20.210.GENE3D); IPR004677 (PTHR10422:PANTHER); IPR000883 (PANTHER); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); NON_CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); CYTOPLASMIC_DOMAIN (PHOBIUS); TRANSMEMBRANE (PHOBIUS); IPR023616 (PROSITE_PROFILES); IPR036927 (SUPERFAMILY); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM); TMhelix (TMHMM)	F:GO:0004129; P:GO:0009060; C:GO:0016021; F:GO:0020037; C:GO:0045278; P:GO:0055114	F:cytochrome-c oxidase activity; P:aerobic respiration; C:integral component of membrane; F:heme binding; C:plasma membrane respiratory chain complex IV; P:oxidation-reduction process
true	[INTERPRO, BLASTED, MAPPED]	CBNIABCL_01288	372896UniRef90_A0A0Q1AIE1 Transposase (Fragment) n=1 Tax=Methanolinea sp. SDB RepID=A0A0Q1AIE1_9EURY	362	20	2.87157E-60	44.99	10	F:GO:0008137; C:GO:0009507; C:GO:0009535; C:GO:0009536; C:GO:0009579; C:GO:0016020; C:GO:0016021; P:GO:0042773; F:GO:0048038; P:GO:0055114	F:NADH dehydrogenase (ubiquinone) activity; C:chloroplast; C:chloroplast thylakoid membrane; C:plastid; C:thylakoid; C:membrane; C:integral component of membrane; P:ATP synthesis coupled electron transport; F:quinone binding; P:oxidation-reduction process			IPR001207 (PFAM); PTHR33217:SF5 (PANTHER); IPR001207 (PANTHER)	F:GO:0003677; F:GO:0004803; P:GO:0006313	F:DNA binding; F:transposase activity; P:transposition, DNA-mediated
