locus_tag	ftype	length_bp	gene	EC_number	COG	product
DDCPAMKM_00250	CDS	288				hypothetical protein
DDCPAMKM_00251	gene	345				
DDCPAMKM_00251	CDS	345		2.8.1.-	COG0607	Sulfurtransferase
DDCPAMKM_00252	gene	549				
DDCPAMKM_00252	CDS	549				hypothetical protein
DDCPAMKM_00253	gene	714				
DDCPAMKM_00253	CDS	714				hypothetical protein
DDCPAMKM_00254	gene	468				
DDCPAMKM_00254	CDS	468				hypothetical protein
DDCPAMKM_00255	gene	903	lipA			
DDCPAMKM_00255	CDS	903	lipA	2.8.1.8	COG0320	Lipoyl synthase
DDCPAMKM_00256	gene	1122	gcvT			
DDCPAMKM_00256	CDS	1122	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
DDCPAMKM_00257	gene	399	gcvH			
DDCPAMKM_00257	CDS	399	gcvH		COG0509	Glycine cleavage system H protein
DDCPAMKM_00258	gene	1374	gcvPA			
DDCPAMKM_00258	CDS	1374	gcvPA	1.4.4.2	COG0403	putative glycine dehydrogenase (decarboxylating) subunit 1
DDCPAMKM_00259	gene	1512	gcvPB			
DDCPAMKM_00259	CDS	1512	gcvPB	1.4.4.2	COG1003	putative glycine dehydrogenase (decarboxylating) subunit 2
DDCPAMKM_00260	gene	648				
DDCPAMKM_00260	CDS	648				hypothetical protein
DDCPAMKM_00261	gene	390				
DDCPAMKM_00261	CDS	390				hypothetical protein
DDCPAMKM_00262	gene	603				
DDCPAMKM_00262	CDS	603				hypothetical protein
DDCPAMKM_00263	gene	876				
DDCPAMKM_00263	CDS	876				hypothetical protein
DDCPAMKM_00264	gene	774	queG			
DDCPAMKM_00264	CDS	774	queG	1.17.99.6		Epoxyqueuosine reductase
DDCPAMKM_00265	gene	1080	zraR			
DDCPAMKM_00265	CDS	1080	zraR		COG2204	Transcriptional regulatory protein ZraR
DDCPAMKM_00266	gene	2181	cpoB_2			
DDCPAMKM_00266	CDS	2181	cpoB_2			Cell division coordinator CpoB
DDCPAMKM_00267	gene	1245	atoS			
DDCPAMKM_00267	CDS	1245	atoS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
DDCPAMKM_00268	gene	1434	atoC_2			
DDCPAMKM_00268	CDS	1434	atoC_2		COG2204	Regulatory protein AtoC
DDCPAMKM_00269	gene	375	flgB			
DDCPAMKM_00269	CDS	375	flgB		COG1815	Flagellar basal body rod protein FlgB
DDCPAMKM_00270	gene	438	flgC			
DDCPAMKM_00270	CDS	438	flgC		COG1558	Flagellar basal-body rod protein FlgC
DDCPAMKM_00271	gene	354	fliE			
DDCPAMKM_00271	CDS	354	fliE			Flagellar hook-basal body complex protein FliE
DDCPAMKM_00272	gene	1593				
DDCPAMKM_00272	CDS	1593				hypothetical protein
DDCPAMKM_00273	gene	1005	fliG			
DDCPAMKM_00273	CDS	1005	fliG		COG1536	Flagellar motor switch protein FliG
DDCPAMKM_00274	gene	660				
DDCPAMKM_00274	CDS	660				hypothetical protein
DDCPAMKM_00275	gene	1347	fliI			
DDCPAMKM_00275	CDS	1347	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
DDCPAMKM_00276	gene	492				
DDCPAMKM_00276	CDS	492				hypothetical protein
DDCPAMKM_00277	gene	498				
DDCPAMKM_00277	CDS	498				hypothetical protein
DDCPAMKM_00278	gene	1665				
DDCPAMKM_00278	CDS	1665				hypothetical protein
DDCPAMKM_00279	gene	864				
DDCPAMKM_00279	CDS	864				hypothetical protein
DDCPAMKM_00280	gene	1374				
DDCPAMKM_00280	CDS	1374				hypothetical protein
DDCPAMKM_00281	gene	504				
DDCPAMKM_00281	CDS	504				hypothetical protein
DDCPAMKM_00282	gene	378	fliN			
DDCPAMKM_00282	CDS	378	fliN		COG1886	Flagellar motor switch protein FliN
DDCPAMKM_00283	gene	477				
DDCPAMKM_00283	CDS	477				hypothetical protein
DDCPAMKM_00284	gene	804	fliP			
DDCPAMKM_00284	CDS	804	fliP		COG1338	Flagellar biosynthetic protein FliP
DDCPAMKM_00285	gene	270	fliQ			
DDCPAMKM_00285	CDS	270	fliQ		COG1987	Flagellar biosynthetic protein FliQ
DDCPAMKM_00286	gene	801	fliR			
DDCPAMKM_00286	CDS	801	fliR		COG1684	Flagellar biosynthetic protein FliR
DDCPAMKM_00287	gene	1080	flhB			
DDCPAMKM_00287	CDS	1080	flhB		COG1377	Flagellar biosynthetic protein FlhB
DDCPAMKM_00288	gene	2103	flhA			
DDCPAMKM_00288	CDS	2103	flhA		COG1298	Flagellar biosynthesis protein FlhA
DDCPAMKM_00289	gene	1212	flhF			
DDCPAMKM_00289	CDS	1212	flhF		COG1419	Flagellar biosynthesis protein FlhF
DDCPAMKM_00290	gene	873	ylxH			
DDCPAMKM_00290	CDS	873	ylxH		COG0455	Flagellum site-determining protein YlxH
DDCPAMKM_00291	gene	720	fliA			
DDCPAMKM_00291	CDS	720	fliA		COG1191	RNA polymerase sigma factor FliA
DDCPAMKM_00292	gene	366	cheY			
DDCPAMKM_00292	CDS	366	cheY		COG0784	Chemotaxis protein CheY
DDCPAMKM_00293	gene	1866	cheA			
DDCPAMKM_00293	CDS	1866	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
DDCPAMKM_00294	gene	1668				
DDCPAMKM_00294	CDS	1668				hypothetical protein
DDCPAMKM_00295	gene	540				
DDCPAMKM_00295	CDS	540				hypothetical protein
DDCPAMKM_00296	gene	780	pomA			
DDCPAMKM_00296	CDS	780	pomA		COG1291	Chemotaxis protein PomA
DDCPAMKM_00297	gene	807	motB			
DDCPAMKM_00297	CDS	807	motB		COG1360	Motility protein B
DDCPAMKM_00298	gene	288				
DDCPAMKM_00298	CDS	288				hypothetical protein
DDCPAMKM_00299	gene	588				
DDCPAMKM_00299	CDS	588				hypothetical protein
DDCPAMKM_00300	gene	858				
DDCPAMKM_00300	CDS	858				hypothetical protein
DDCPAMKM_00301	gene	300				
DDCPAMKM_00301	CDS	300				hypothetical protein
DDCPAMKM_00302	gene	240				
DDCPAMKM_00302	CDS	240				hypothetical protein
DDCPAMKM_00303	gene	438				
DDCPAMKM_00303	CDS	438				hypothetical protein
DDCPAMKM_00304	gene	177				
DDCPAMKM_00304	CDS	177				hypothetical protein
DDCPAMKM_00305	gene	168				
DDCPAMKM_00305	CDS	168				hypothetical protein
DDCPAMKM_00306	gene	1188	dapL			
DDCPAMKM_00306	CDS	1188	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
DDCPAMKM_00307	gene	522				
DDCPAMKM_00307	CDS	522				hypothetical protein
DDCPAMKM_00308	gene	1104	nth_1			
DDCPAMKM_00308	CDS	1104	nth_1	4.2.99.18		Endonuclease III
DDCPAMKM_00309	gene	1077				
DDCPAMKM_00309	CDS	1077				hypothetical protein
DDCPAMKM_00310	gene	543				
DDCPAMKM_00310	CDS	543				hypothetical protein
DDCPAMKM_00311	gene	291				
DDCPAMKM_00311	CDS	291				hypothetical protein
DDCPAMKM_00312	gene	429				
DDCPAMKM_00312	CDS	429				hypothetical protein
DDCPAMKM_00313	gene	1764				
DDCPAMKM_00313	CDS	1764				hypothetical protein
DDCPAMKM_00314	gene	765	ssuB			
DDCPAMKM_00314	CDS	765	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
DDCPAMKM_00315	gene	480				
DDCPAMKM_00315	CDS	480				hypothetical protein
DDCPAMKM_00316	gene	237				
DDCPAMKM_00316	CDS	237				hypothetical protein
DDCPAMKM_00317	gene	924				
DDCPAMKM_00317	CDS	924				hypothetical protein
DDCPAMKM_00318	gene	2547	topA			
DDCPAMKM_00318	CDS	2547	topA	5.6.2.1		DNA topoisomerase 1
DDCPAMKM_00319	gene	1437	trmFO			
DDCPAMKM_00319	CDS	1437	trmFO	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
DDCPAMKM_00320	gene	1002	xerC_1			
DDCPAMKM_00320	CDS	1002	xerC_1			Tyrosine recombinase XerC
DDCPAMKM_00321	gene	849	argB			
DDCPAMKM_00321	CDS	849	argB	2.7.2.8	COG0548	Acetylglutamate kinase
DDCPAMKM_00322	gene	483				
DDCPAMKM_00322	CDS	483				hypothetical protein
DDCPAMKM_00323	gene	483	dut			
DDCPAMKM_00323	CDS	483	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
DDCPAMKM_00324	gene	1326				
DDCPAMKM_00324	CDS	1326		3.1.4.-	COG2206	Cyclic di-GMP phosphodiesterase
DDCPAMKM_00325	gene	1470				
DDCPAMKM_00325	CDS	1470				hypothetical protein
DDCPAMKM_00326	gene	4269	mdtC			
DDCPAMKM_00326	CDS	4269	mdtC			Multidrug resistance protein MdtC
DDCPAMKM_00327	gene	837	panC			
DDCPAMKM_00327	CDS	837	panC	6.3.2.1		Pantothenate synthetase
DDCPAMKM_00328	gene	1305	menF			
DDCPAMKM_00328	CDS	1305	menF	5.4.4.2		Isochorismate synthase MenF
DDCPAMKM_00329	gene	1149	fic			
DDCPAMKM_00329	CDS	1149	fic	2.7.7.-	COG3177	Protein adenylyltransferase SoFic
DDCPAMKM_00330	gene	906	dat			
DDCPAMKM_00330	CDS	906	dat	2.6.1.21		D-alanine aminotransferase
DDCPAMKM_00331	gene	1047				
DDCPAMKM_00331	CDS	1047				hypothetical protein
DDCPAMKM_00332	gene	462				
DDCPAMKM_00332	CDS	462				hypothetical protein
DDCPAMKM_00333	gene	693				
DDCPAMKM_00333	CDS	693				hypothetical protein
DDCPAMKM_00334	gene	414	tolR			
DDCPAMKM_00334	CDS	414	tolR			Tol-Pal system protein TolR
DDCPAMKM_00335	gene	705	tolQ_1			
DDCPAMKM_00335	CDS	705	tolQ_1			Tol-Pal system protein TolQ
DDCPAMKM_00336	gene	2904				
DDCPAMKM_00336	CDS	2904				hypothetical protein
DDCPAMKM_00337	gene	756	arlR			
DDCPAMKM_00337	CDS	756	arlR		COG0745	Response regulator ArlR
DDCPAMKM_00338	gene	2262				
DDCPAMKM_00338	CDS	2262				hypothetical protein
DDCPAMKM_00339	gene	813				
DDCPAMKM_00339	CDS	813				Insertion sequence IS5376 putative ATP-binding protein
DDCPAMKM_00340	gene	1482				
DDCPAMKM_00340	CDS	1482				hypothetical protein
DDCPAMKM_00341	gene	627				
DDCPAMKM_00341	CDS	627				hypothetical protein
DDCPAMKM_00342	gene	564	nemR			
DDCPAMKM_00342	CDS	564	nemR			HTH-type transcriptional repressor NemR
DDCPAMKM_00343	gene	363				
DDCPAMKM_00343	CDS	363				hypothetical protein
DDCPAMKM_00344	gene	1017				
DDCPAMKM_00344	CDS	1017				hypothetical protein
DDCPAMKM_00345	gene	1089	czcB_1			
DDCPAMKM_00345	CDS	1089	czcB_1			Cobalt-zinc-cadmium resistance protein CzcB
DDCPAMKM_00346	gene	3000	czcA_2			
DDCPAMKM_00346	CDS	3000	czcA_2			Cobalt-zinc-cadmium resistance protein CzcA
DDCPAMKM_00347	gene	885	yfeX			
DDCPAMKM_00347	CDS	885	yfeX	1.11.1.-	COG2837	Dye-decolorizing peroxidase YfeX
DDCPAMKM_00348	gene	1209				
DDCPAMKM_00348	CDS	1209				hypothetical protein
DDCPAMKM_00349	gene	756				
DDCPAMKM_00349	CDS	756				hypothetical protein
DDCPAMKM_00350	gene	573				
DDCPAMKM_00350	CDS	573				hypothetical protein
DDCPAMKM_00351	gene	1572				
DDCPAMKM_00351	CDS	1572				hypothetical protein
DDCPAMKM_00352	gene	456				
DDCPAMKM_00352	CDS	456				hypothetical protein
DDCPAMKM_00353	gene	231				
DDCPAMKM_00353	CDS	231				hypothetical protein
DDCPAMKM_00354	gene	189				
DDCPAMKM_00354	CDS	189				hypothetical protein
DDCPAMKM_00355	gene	351				
DDCPAMKM_00355	CDS	351				hypothetical protein
DDCPAMKM_00356	gene	951				
DDCPAMKM_00356	CDS	951				hypothetical protein
DDCPAMKM_00357	gene	399				
DDCPAMKM_00357	CDS	399				putative protein
DDCPAMKM_00358	gene	1614				
DDCPAMKM_00358	CDS	1614				hypothetical protein
DDCPAMKM_00359	gene	651				
DDCPAMKM_00359	CDS	651				hypothetical protein
DDCPAMKM_00360	gene	225				
DDCPAMKM_00360	CDS	225				hypothetical protein
DDCPAMKM_00361	gene	321				
DDCPAMKM_00361	CDS	321				hypothetical protein
DDCPAMKM_00362	gene	3069				
DDCPAMKM_00362	CDS	3069				hypothetical protein
DDCPAMKM_00363	gene	726				
DDCPAMKM_00363	CDS	726				hypothetical protein
DDCPAMKM_00364	gene	1227				
DDCPAMKM_00364	CDS	1227				hypothetical protein
DDCPAMKM_00365	gene	294				
DDCPAMKM_00365	CDS	294				hypothetical protein
DDCPAMKM_00366	gene	1536				
DDCPAMKM_00366	CDS	1536				hypothetical protein
DDCPAMKM_00367	gene	1089				
DDCPAMKM_00367	CDS	1089				hypothetical protein
DDCPAMKM_00368	gene	201				
DDCPAMKM_00368	CDS	201				hypothetical protein
DDCPAMKM_00369	gene	303				
DDCPAMKM_00369	CDS	303				hypothetical protein
DDCPAMKM_00370	gene	882	mbeA			
DDCPAMKM_00370	CDS	882	mbeA	5.6.2.1		DNA relaxase MbeA
DDCPAMKM_00371	gene	2067				
DDCPAMKM_00371	CDS	2067				hypothetical protein
DDCPAMKM_00372	gene	123				
DDCPAMKM_00372	CDS	123				hypothetical protein
DDCPAMKM_00373	gene	873	traC			
DDCPAMKM_00373	CDS	873	traC	2.7.7.-		DNA primase TraC
DDCPAMKM_00374	gene	216				
DDCPAMKM_00374	CDS	216				hypothetical protein
DDCPAMKM_00375	gene	1053	xerC_2			
DDCPAMKM_00375	CDS	1053	xerC_2			Tyrosine recombinase XerC
DDCPAMKM_00376	gene	87				
DDCPAMKM_00376	tRNA	87				tRNA-Leu(caa)
DDCPAMKM_00377	gene	1422				
DDCPAMKM_00377	CDS	1422		3.1.4.-	COG2206	Cyclic di-GMP phosphodiesterase
DDCPAMKM_00378	gene	1443				
DDCPAMKM_00378	CDS	1443				hypothetical protein
DDCPAMKM_00379	gene	375				
DDCPAMKM_00379	CDS	375				hypothetical protein
DDCPAMKM_00380	gene	690	pyrK			
DDCPAMKM_00380	CDS	690	pyrK			Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
DDCPAMKM_00381	gene	852	rsmI			
DDCPAMKM_00381	CDS	852	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
DDCPAMKM_00382	gene	810	yafV			
DDCPAMKM_00382	CDS	810	yafV	3.5.1.3		Omega-amidase YafV
DDCPAMKM_00383	gene	888	trmI			
DDCPAMKM_00383	CDS	888	trmI	2.1.1.220	COG2519	tRNA (adenine(58)-N(1))-methyltransferase TrmI
DDCPAMKM_00384	gene	261				
DDCPAMKM_00384	CDS	261				hypothetical protein
DDCPAMKM_00385	gene	924				
DDCPAMKM_00385	CDS	924				hypothetical protein
DDCPAMKM_00386	gene	1002	thiI			
DDCPAMKM_00386	CDS	1002	thiI	2.8.1.4		tRNA sulfurtransferase
DDCPAMKM_00387	gene	312	isdG			
DDCPAMKM_00387	CDS	312	isdG	1.14.14.18		Heme oxygenase (staphylobilin-producing)
DDCPAMKM_00388	gene	1011	ruvB_2			
DDCPAMKM_00388	CDS	1011	ruvB_2	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
DDCPAMKM_00389	gene	630	ruvA			
DDCPAMKM_00389	CDS	630	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
DDCPAMKM_00390	gene	600	ruvC			
DDCPAMKM_00390	CDS	600	ruvC	3.1.22.4		Crossover junction endodeoxyribonuclease RuvC
DDCPAMKM_00391	gene	1503	degP			
DDCPAMKM_00391	CDS	1503	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
DDCPAMKM_00392	gene	462	glnG			
DDCPAMKM_00392	CDS	462	glnG		COG2204	DNA-binding transcriptional regulator NtrC
DDCPAMKM_00393	gene	1602	sasA_3			
DDCPAMKM_00393	CDS	1602	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
DDCPAMKM_00394	gene	531	yrdA			
DDCPAMKM_00394	CDS	531	yrdA		COG0663	Protein YrdA
DDCPAMKM_00395	gene	681	vldH			
DDCPAMKM_00395	CDS	681	vldH	3.1.3.101		Validoxylamine A 7'-phosphate phosphatase
DDCPAMKM_00396	gene	663				
DDCPAMKM_00396	CDS	663				hypothetical protein
DDCPAMKM_00397	gene	1071	hcf136_2			
DDCPAMKM_00397	CDS	1071	hcf136_2			Ycf48-like protein
DDCPAMKM_00398	gene	609				
DDCPAMKM_00398	CDS	609				hypothetical protein
DDCPAMKM_00399	gene	378				
DDCPAMKM_00399	CDS	378				hypothetical protein
DDCPAMKM_00400	gene	390				
DDCPAMKM_00400	CDS	390				hypothetical protein
DDCPAMKM_00401	gene	270				
DDCPAMKM_00401	CDS	270				hypothetical protein
DDCPAMKM_00402	gene	810	oppC			
DDCPAMKM_00402	CDS	810	oppC		COG1173	Oligopeptide transport system permease protein OppC
DDCPAMKM_00403	gene	912	oppB			
DDCPAMKM_00403	CDS	912	oppB		COG0601	Oligopeptide transport system permease protein OppB
DDCPAMKM_00404	gene	1026				
DDCPAMKM_00404	CDS	1026				hypothetical protein
DDCPAMKM_00405	gene	1197	megL			
DDCPAMKM_00405	CDS	1197	megL	4.4.1.11	COG0626	L-methionine gamma-lyase
DDCPAMKM_00406	gene	615				
DDCPAMKM_00406	CDS	615				hypothetical protein
DDCPAMKM_00407	gene	1407				
DDCPAMKM_00407	CDS	1407				hypothetical protein
DDCPAMKM_00408	gene	1476	nrgA			
DDCPAMKM_00408	CDS	1476	nrgA			Ammonium transporter
DDCPAMKM_00409	gene	339	glnB_1			
DDCPAMKM_00409	CDS	339	glnB_1		COG0347	Nitrogen regulatory protein P-II
DDCPAMKM_00410	gene	2505	pacS			
DDCPAMKM_00410	CDS	2505	pacS	7.2.2.8		putative copper-transporting ATPase PacS
DDCPAMKM_00411	gene	1218				
DDCPAMKM_00411	CDS	1218				hypothetical protein
DDCPAMKM_00412	gene	1287				
DDCPAMKM_00412	CDS	1287				hypothetical protein
DDCPAMKM_00413	gene	741				
DDCPAMKM_00413	CDS	741				hypothetical protein
DDCPAMKM_00414	gene	786				
DDCPAMKM_00414	CDS	786				hypothetical protein
DDCPAMKM_00415	gene	1050				
DDCPAMKM_00415	CDS	1050				hypothetical protein
DDCPAMKM_00416	gene	720				
DDCPAMKM_00416	CDS	720				hypothetical protein
DDCPAMKM_00417	gene	306	trxA_1			
DDCPAMKM_00417	CDS	306	trxA_1		COG0526	Thioredoxin
DDCPAMKM_00418	gene	2601	pepN			
DDCPAMKM_00418	CDS	2601	pepN	3.4.11.2	COG0308	Aminopeptidase N
DDCPAMKM_00419	gene	723				
DDCPAMKM_00419	CDS	723				hypothetical protein
DDCPAMKM_00420	gene	351				
DDCPAMKM_00420	CDS	351				hypothetical protein
DDCPAMKM_00421	gene	2049	uvrB			
DDCPAMKM_00421	CDS	2049	uvrB		COG0556	UvrABC system protein B
DDCPAMKM_00422	gene	279				
DDCPAMKM_00422	CDS	279				hypothetical protein
DDCPAMKM_00423	gene	1611	sasA_4			
DDCPAMKM_00423	CDS	1611	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
DDCPAMKM_00424	gene	465	rcp1_1			
DDCPAMKM_00424	CDS	465	rcp1_1			Response regulator rcp1
DDCPAMKM_00425	gene	2124	cheB_1			
DDCPAMKM_00425	CDS	2124	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
DDCPAMKM_00426	gene	381	bigR			
DDCPAMKM_00426	CDS	381	bigR		COG0640	Biofilm growth-associated repressor
DDCPAMKM_00427	gene	1458				
DDCPAMKM_00427	CDS	1458				hypothetical protein
DDCPAMKM_00428	gene	1095	mdtA_1			
DDCPAMKM_00428	CDS	1095	mdtA_1			Multidrug resistance protein MdtA
DDCPAMKM_00429	gene	3228	mdtB_1			
DDCPAMKM_00429	CDS	3228	mdtB_1		COG0841	Multidrug resistance protein MdtB
DDCPAMKM_00430	gene	207				
DDCPAMKM_00430	CDS	207				hypothetical protein
DDCPAMKM_00431	gene	999	adhA			
DDCPAMKM_00431	CDS	999	adhA	1.1.1.1	COG1064	putative alcohol dehydrogenase AdhA
DDCPAMKM_00432	gene	348				
DDCPAMKM_00432	CDS	348				hypothetical protein
DDCPAMKM_00433	gene	234				
DDCPAMKM_00433	CDS	234				hypothetical protein
DDCPAMKM_00434	gene	612				
DDCPAMKM_00434	CDS	612				hypothetical protein
DDCPAMKM_00435	gene	861				
DDCPAMKM_00435	CDS	861				hypothetical protein
DDCPAMKM_00436	gene	477	bcp			
DDCPAMKM_00436	CDS	477	bcp	1.11.1.15	COG1225	Putative peroxiredoxin bcp
DDCPAMKM_00437	gene	252				
DDCPAMKM_00437	CDS	252				hypothetical protein
DDCPAMKM_00438	gene	1218	mdtG			
DDCPAMKM_00438	CDS	1218	mdtG			Multidrug resistance protein MdtG
DDCPAMKM_00439	gene	891				
DDCPAMKM_00439	CDS	891				hypothetical protein
DDCPAMKM_00440	gene	654				
DDCPAMKM_00440	CDS	654				hypothetical protein
DDCPAMKM_00441	gene	4320				
DDCPAMKM_00441	CDS	4320				hypothetical protein
DDCPAMKM_00442	gene	288				
DDCPAMKM_00442	CDS	288				hypothetical protein
DDCPAMKM_00443	gene	600				
DDCPAMKM_00443	CDS	600				hypothetical protein
DDCPAMKM_00444	gene	1461				
DDCPAMKM_00444	CDS	1461				hypothetical protein
DDCPAMKM_00445	gene	279				
DDCPAMKM_00445	CDS	279				hypothetical protein
DDCPAMKM_00446	gene	912				
DDCPAMKM_00446	CDS	912				hypothetical protein
DDCPAMKM_00447	gene	315				
DDCPAMKM_00447	CDS	315				hypothetical protein
DDCPAMKM_00448	gene	75				
DDCPAMKM_00448	tRNA	75				tRNA-Cys(gca)
DDCPAMKM_00449	gene	459				
DDCPAMKM_00449	CDS	459				hypothetical protein
DDCPAMKM_00450	gene	762	uppP			
DDCPAMKM_00450	CDS	762	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
DDCPAMKM_00451	gene	2208				
DDCPAMKM_00451	CDS	2208				hypothetical protein
DDCPAMKM_00452	gene	420	rbr1			
DDCPAMKM_00452	CDS	420	rbr1	1.11.1.1	COG1592	Rubrerythrin-1
DDCPAMKM_00453	gene	114				
DDCPAMKM_00453	CDS	114				hypothetical protein
DDCPAMKM_00454	gene	633				
DDCPAMKM_00454	CDS	633				hypothetical protein
DDCPAMKM_00455	gene	1482				
DDCPAMKM_00455	CDS	1482				hypothetical protein
DDCPAMKM_00456	gene	1026				
DDCPAMKM_00456	CDS	1026				hypothetical protein
DDCPAMKM_00457	gene	75				
DDCPAMKM_00457	tRNA	75				tRNA-His(gtg)
DDCPAMKM_00458	gene	537				
DDCPAMKM_00458	CDS	537				hypothetical protein
DDCPAMKM_00459	gene	177				
DDCPAMKM_00459	CDS	177				hypothetical protein
DDCPAMKM_00460	gene	2142				
DDCPAMKM_00460	CDS	2142				hypothetical protein
DDCPAMKM_00461	gene	1068				
DDCPAMKM_00461	CDS	1068				hypothetical protein
DDCPAMKM_00462	gene	939				
DDCPAMKM_00462	CDS	939				hypothetical protein
DDCPAMKM_00463	gene	960	ttuA			
DDCPAMKM_00463	CDS	960	ttuA	2.8.1.15	COG0037	tRNA-5-methyluridine(54) 2-sulfurtransferase
DDCPAMKM_00464	gene	291				
DDCPAMKM_00464	CDS	291				hypothetical protein
DDCPAMKM_00465	gene	558				
DDCPAMKM_00465	CDS	558				hypothetical protein
DDCPAMKM_00466	gene	570				
DDCPAMKM_00466	CDS	570				hypothetical protein
DDCPAMKM_00467	gene	1614	murJ			
DDCPAMKM_00467	CDS	1614	murJ		COG0728	putative lipid II flippase MurJ
DDCPAMKM_00468	gene	264	rpsT			
DDCPAMKM_00468	CDS	264	rpsT		COG0268	30S ribosomal protein S20
DDCPAMKM_00469	gene	1077				
DDCPAMKM_00469	CDS	1077				hypothetical protein
DDCPAMKM_00470	gene	711				
DDCPAMKM_00470	CDS	711				hypothetical protein
DDCPAMKM_00471	gene	2487	leuS			
DDCPAMKM_00471	CDS	2487	leuS	6.1.1.4		Leucine--tRNA ligase
DDCPAMKM_00472	gene	78				
DDCPAMKM_00472	tRNA	78				tRNA-Arg(acg)
DDCPAMKM_00473	gene	231				
DDCPAMKM_00473	CDS	231				hypothetical protein
DDCPAMKM_00474	gene	1074				
DDCPAMKM_00474	CDS	1074				IS3 family transposase ISGur6
DDCPAMKM_00475	gene	339				
DDCPAMKM_00475	CDS	339				IS3 family transposase ISGur6
DDCPAMKM_00476	gene	522	mog			
DDCPAMKM_00476	CDS	522	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
DDCPAMKM_00477	gene	516	moaC2			
DDCPAMKM_00477	CDS	516	moaC2	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase 2
DDCPAMKM_00478	gene	1224				
DDCPAMKM_00478	CDS	1224				hypothetical protein
DDCPAMKM_00479	gene	474				
DDCPAMKM_00479	CDS	474				hypothetical protein
DDCPAMKM_00480	gene	312				
DDCPAMKM_00480	CDS	312				hypothetical protein
DDCPAMKM_00481	gene	963	moaA1			
DDCPAMKM_00481	CDS	963	moaA1	4.1.99.22	COG2896	GTP 3',8-cyclase 1
DDCPAMKM_00482	gene	372				
DDCPAMKM_00482	CDS	372				hypothetical protein
DDCPAMKM_00483	gene	3195	norW_1			
DDCPAMKM_00483	CDS	3195	norW_1	1.18.1.-		Nitric oxide reductase FlRd-NAD(+) reductase
DDCPAMKM_00484	gene	1302	nasA			
DDCPAMKM_00484	CDS	1302	nasA			Nitrate transporter
DDCPAMKM_00485	gene	324	glnK			
DDCPAMKM_00485	CDS	324	glnK		COG0347	Nitrogen regulatory protein P-II 2
DDCPAMKM_00486	gene	1155	msrP			
DDCPAMKM_00486	CDS	1155	msrP	1.8.5.-		Protein-methionine-sulfoxide reductase catalytic subunit MsrP
DDCPAMKM_00487	gene	1851				
DDCPAMKM_00487	CDS	1851				hypothetical protein
DDCPAMKM_00488	gene	1071				
DDCPAMKM_00488	CDS	1071				IS200/IS605 family transposase ISHhu13
DDCPAMKM_00489	gene	1101	pstS1_1			
DDCPAMKM_00489	CDS	1101	pstS1_1		COG0226	Phosphate-binding protein PstS 1
DDCPAMKM_00490	gene	210				
DDCPAMKM_00490	CDS	210				hypothetical protein
DDCPAMKM_00491	gene	282				
DDCPAMKM_00491	CDS	282				hypothetical protein
DDCPAMKM_00492	gene	168				
DDCPAMKM_00492	CDS	168				hypothetical protein
DDCPAMKM_00493	gene	2550				
DDCPAMKM_00493	CDS	2550				hypothetical protein
DDCPAMKM_00494	gene	558	msrA2			
DDCPAMKM_00494	CDS	558	msrA2	1.8.4.11		Peptide methionine sulfoxide reductase MsrA 2
DDCPAMKM_00495	gene	1005				
DDCPAMKM_00495	CDS	1005		1.1.1.1		Alcohol dehydrogenase
DDCPAMKM_00496	gene	930				
DDCPAMKM_00496	CDS	930				hypothetical protein
DDCPAMKM_00497	gene	1029	tam			
DDCPAMKM_00497	CDS	1029	tam	2.1.1.144		Trans-aconitate 2-methyltransferase
DDCPAMKM_00498	gene	303				
DDCPAMKM_00498	CDS	303				hypothetical protein
DDCPAMKM_00499	gene	441				
DDCPAMKM_00499	CDS	441				hypothetical protein
DDCPAMKM_00500	gene	528				
DDCPAMKM_00500	CDS	528				hypothetical protein
DDCPAMKM_00501	gene	456				
DDCPAMKM_00501	CDS	456				hypothetical protein
DDCPAMKM_00502	gene	1050	pilT			
DDCPAMKM_00502	CDS	1050	pilT		COG2805	Twitching mobility protein
DDCPAMKM_00503	gene	1272				
